,ddi,pfam,meff,pdb,dca_max,nb_contact
1215,ddi_num_5673,PF00575_PF03876,138.608626182812,"{'1y1w', '4qiw', '5ip7', '5u5q', '2ja8', '5iy8', '2r92', '3how', '5iya', '5c3e', '4a93', '4bbs', '5x4z', '3hoy', '5c44', '2b63', '4a3l', '3hkz', '5fz5', '5x51', '5iy7', '5iyb', '1y14', '5ip9', '4a3j', '4a3i', '4a3g', '1y77', '3fki', '4a3f', '5sva', '2pmz', '4bbr', '3i4m', '4qjf', '3po2', '4a3b', '5c4x', '3i4n', '3h3v', '3k1f', '5c4a', '5u0s', '5iyc', '3po3', '4v1o', '4a3e', '3hou', '4bxz', '3hox', '5iyd', '5iy6', '2ja7', '4a3m', '3j0k', '5x50', '5fyw', '3hov', '3qt1', '2r7z', '3h0g', '5flm', '3hoz', '5iy9'}",0.240094759317172,105
1216,ddi_num_3057,PF00903_PF14696,138.54297066232,"{'5hmq', '3zgj', '1cjx', '2r5v'}",0.343640896213818,523
1217,ddi_num_1587,PF02787_PF00117,138.259343138475,"{'1c3o', '1bxr', '1kee', '5dot', '1ce8', '1cs0', '1a9x', '1c30', '1m6v', '1t36', '5dou', '1jdb'}",0.29238413127835,38
1218,ddi_num_476,PF01510_PF01471,138.163879316866,"{'4bpa', '4bj4', '4bol'}",0.190426249193971,105
1219,ddi_num_6018,PF14370_PF01028,138.058390699483,"{'1a36', '1rrj', '1lpq', '1r49', '1t8i', '2b9s', '1sc7', '1tl8', '1a35', '1k4t', '1seu', '1ej9', '1rr8', '1k4s'}",0.301034276593843,903
1220,ddi_num_4512,PF00786_PF00069,137.98055576291,{'1f3m'},0.163697828050501,168
1221,ddi_num_3957,PF05223_PF03717,137.72619047619,"{'5m19', '1mwt', '1mws', '1vqq', '5dvy', '4cpk', '4dki', '3zg5', '4bl2', '4bl3', '1mwu', '4cjn', '3zg0', '5e31', '5m1a', '5m18', '3zfz', '1mwr'}",0.194454538666403,315
1222,ddi_num_1919,PF08068_PF16198,137.717292348113,"{'3hay', '3hax', '3uai', '3hjy', '2ey4', '3lwo', '3lwv', '2rfk', '2apo', '3lwr', '3mqk', '3lwp', '2hvy', '3lwq', '2aus', '3u28', '3hjw'}",0.323276503648342,244
1223,ddi_num_2991,PF05838_PF09374,137.55717888817,"{'2nr7', '2is5', '2ikb'}",0.563386648572375,335
1224,ddi_num_4569,PF13180_PF01471,137.345634920635,"{'4c2e', '4c2h'}",0.271117801287695,26
1225,ddi_num_2581,PF16350_PF01571,137.181149155515,"{'1pj5', '4pab', '3gsi', '1pj6', '5l46', '4paa', '1pj7', '4p9s'}",0.199260876963364,324
1226,ddi_num_5953,PF08362_PF00440,136.85997349271,"{'4x1e', '3loc', '4xk4', '4jyk'}",0.229529448621811,203
1227,ddi_num_5888,PF07660_PF03958,136.32717286739,{'4av2'},0.242375267034143,79
1228,ddi_num_4195,PF03888_PF17188,136.041751486358,"{'2p4b', '2v42', '2v43', '3m4w'}",0.166540480835001,597
1229,ddi_num_952,PF13363_PF01301,135.742933481208,"{'4iug', '3ogr', '1tg7', '5mgd', '5juv', '1xc6', '5ift', '3og2', '5mgc', '5ihr', '3ogs', '3ogv', '5ifp'}",0.197440675519421,148
1230,ddi_num_3580,PF13734_PF01640,135.231421356421,"{'3bb7', '1pvj'}",0.135383029535941,239
1231,ddi_num_3490,PF00218_PF00697,135.210477777547,{'1pii'},0.151333235385624,101
1232,ddi_num_5336,PF00366_PF16205,135.194102347017,"{'3j7a', '4uer', '5ll6', '5jpq', '3jam', '4d5l', '4kzx', '5k0y', '5a2q', '4kzz', '5it9', '3j81', '5flx', '5tzs', '4kzy', '3j80'}",0.496626292225559,257
1233,ddi_num_6045,PF00515_PF13174,135.056962481963,"{'3vty', '3vtx'}",0.346802446634439,120
1235,ddi_num_3406,PF12161_PF02384,134.953321121431,"{'2okc', '2y7h', '2y7c', '3ufb', '2ar0', '3lkd', '3khk'}",0.207667535601635,677
1236,ddi_num_5801,PF14824_PF00590,134.790264746058,{'1pjt'},0.245188899383603,79
1237,ddi_num_3885,PF02278_PF02884,134.785518870062,"{'1f1s', '1rwf', '2brw', '1c82', '1f9g', '1i8q', '1x1j', '1rw9', '1n7o', '1n7r', '1n7q', '1hm3', '1n7n', '1loh', '2brp', '1egu', '1hmw', '1rwg', '1rwa', '1rwc', '1ojp', '2wco', '1ojo', '1x1h', '1cb8', '1lxk', '1rwh', '1x1i', '1n7p', '2x03', '1hm2', '1w3y', '2e24', '2wda', '1ojm', '1hmu', '1hn0', '2e22', '1ojn', '2brv', '1lxm'}",0.425252727042121,562
1238,ddi_num_245,PF06434_PF11791,134.74595551864,{'1l5j'},0.680375951570799,289
1239,ddi_num_4911,PF00156_PF09182,134.458658597489,"{'1p4a', '1o57'}",0.247075508886365,195
1240,ddi_num_16,PF01257_PF10531,134.315443527913,"{'5ldx', '4hea', '3i9v', '5lnk', '3iam', '5ldw', '3ias', '3m9s', '2ybb', '2fug'}",0.235474603389458,91
1241,ddi_num_4040,PF10672_PF01170,134.272201171079,"{'3v97', '3v8v'}",0.164052897505251,126
1242,ddi_num_2809,PF01534_PF01392,134.209432984183,{'5l7d'},0.137957158159066,30
1243,ddi_num_2841,PF05965_PF05964,134.015317228214,{'2wzo'},0.405379951556469,386
1245,ddi_num_6071,PF00912_PF14814,133.694448149037,"{'5fgz', '5hla', '5hl9', '5hlb', '3fwl', '5hld', '3vma'}",0.271871416569592,78
1246,ddi_num_4767,PF00794_PF00454,133.197393245761,"{'4fad', '3tjp', '3qk0', '3ps6', '3qjz', '4zop', '1e8y', '4gb9', '3nzu', '3l13', '4fhk', '4fa6', '4v0i', '4anx', '4ajw', '4xz4', '2wxg', '3tl5', '3qaq', '4j6i', '4anw', '4a55', '5t2g', '5i4u', '5sw8', '5sxf', '3r7r', '4ps7', '5jha', '4l23', '5swr', '5vlr', '3zim', '5sxk', '3hhm', '3l54', '2a4z', '2y3a', '1e8w', '5uk8', '4bfr', '3t8m', '4flh', '5sxi', '5sxj', '4fjy', '2v4l', '3ibe', '5g55', '5ncz', '5jhb', '3apd', '4l1b', '3lj3', '4xe0', '2chz', '5dxh', '5ncy', '3cst', '3oaw', '4ezj', '3l08', '1e7u', '4urk', '3zw3', '5sx8', '3apc', '2chw', '4jps', '4tv3', '3apf', '5ukj', '5l72', '3sd5', '5swt', '4fjz', '3pre', '4ezk', '4l2y', '4ezl', '3ml8', '5itd', '5t2b', '3qar', '2rd0', '4ovv', '3l16', '5t7f', '4anv', '4hle', '5kae', '5dxt', '5ae9', '3csf', '4tuu', '4kzc', '4f1s', '4ps3', '5sx9', '2wxf', '4xx5', '3l17', '1e8x', '5t2d', '4aof', '5sxc', '5fi4', '5swo', '4anu', '5swg', '4ovu', '3nzs', '5ae8', '3ml9', '4ps8', '4hvb', '1he8', '5swp', '3dpd', '4ykn', '3p2b', '2a5u', '3ene', '5eds', '4wwp', '5sxb', '4g11', '1e90', '4ful', '4dk5', '5ul1', '5sxa', '3r7q', '3hiz', '4fhj', '4waf', '1e7v', '3dbs', '5t8i', '1e8z', '4wwo', '5sxd', '3prz'}",0.165049537004327,246
1247,ddi_num_4782,PF13638_PF17216,133.114056535367,"{'5g06', '5c0w', '2wp8', '5k36'}",0.227869781569157,153
1248,ddi_num_4360,PF16863_PF00088,132.729419288806,"{'3l4z', '3top', '3l4x', '3ton', '3l4v', '3ctt', '3l4t', '2qmj', '2qly', '3l4u', '3lpo', '3l4w', '3lpp', '3l4y'}",0.28838024498449,141
1251,ddi_num_2410,PF07645_PF14670,131.744324923666,"{'1n7d', '3m0c', '3p5b', '1hz8', '1i0u', '5b4x', '1hj7', '3p5c'}",0.250224904573423,50
1253,ddi_num_6092,PF09142_PF01509,131.596736578587,{'1sgv'},0.250463159066738,105
1254,ddi_num_1939,PF07319_PF01695,131.579773004773,{'4m4w'},0.240762377655789,466
1255,ddi_num_2142,PF11865_PF00454,131.502222133803,{'5h64'},0.171796647327313,52
1256,ddi_num_580,PF12796_PF01412,131.453056962251,"{'3jue', '1dcq', '3t9k', '2b0o', '4f1p'}",0.210301937703586,333
1257,ddi_num_1917,PF08068_PF01472,131.315567482568,"{'3lwv', '3u28', '3uai', '2ey4', '3hjy', '3lwo', '3hax', '3hay', '2rfk', '3zv0', '2apo', '3lwr', '3mqk', '3lwp', '3lwq', '2aus', '2hvy', '3hjw'}",0.323854322010764,394
1258,ddi_num_5428,PF00929_PF13423,131.216683917567,"{'4q8h', '4xr7', '4czw'}",0.140452146000458,344
1259,ddi_num_1195,PF03378_PF03810,131.10939704623,{'1z3h'},0.111081080344916,88
1260,ddi_num_6015,PF01131_PF01396,130.398340084417,{'4rul'},0.111207445353991,66
1261,ddi_num_2095,PF08953_PF16300,130.253840435588,"{'4ozu', '2b4e', '2aq5'}",0.351514245185481,113
1263,ddi_num_5983,PF00899_PF14732,129.591899058623,"{'1y8r', '3kyd', '3kyc', '1y8q'}",0.169030711104932,143
1264,ddi_num_9,PF00389_PF11890,129.539260518638,"{'5dt9', '3oet'}",0.318944466661335,164
1265,ddi_num_1194,PF03378_PF08506,129.290532797351,"{'1wa5', '1z3h'}",0.093127669810195,384
1266,ddi_num_2105,PF09209_PF00440,129.268527977235,{'1t33'},0.296924364633207,90
1267,ddi_num_3456,PF07679_PF13895,129.247298676556,"{'1g0y', '4dep', '1ira', '3laf', '1itb'}",0.20494841246695,216
1268,ddi_num_1906,PF12867_PF03781,128.372256918443,"{'4x8b', '4x8d', '4x8e'}",0.127537833876263,386
1269,ddi_num_1620,PF08767_PF08389,128.159154671119,"{'5di9', '5uwj', '4hb0', '5uwo', '5uwt', '3gjx', '5uww', '4hay', '4hb2', '3m1i', '4haz', '5uwi', '4gpt', '5dh9', '5dha', '5uwh', '4hau', '4hax', '5dis', '5uws', '3nby', '3nc1', '5uwu', '4hat', '3nc0', '3wyg', '4wvf', '5uwr', '4gmx', '3wyf', '5uwq', '4hav', '5dhf', '5uwp', '4hb4', '5jlj', '3nbz', '4hb3', '5dif'}",0.163908205637159,90
1270,ddi_num_1715,PF16899_PF00134,128.104057425405,"{'5hbe', '4f7j', '3rgf', '1jkw', '4g6l', '5i5z', '4crl', '1kxu', '4f7s', '5idp', '4f6w', '5hbj', '5hvy', '4f6u', '5icp', '5fgk', '5hbh', '4f70', '4f7l', '5cei', '5idn', '4f6s', '5bnj', '4f7n'}",0.210791445307267,125
1271,ddi_num_3638,PF00612_PF00063,128.015028371113,"{'1br1', '1br4', '3dtp', '3jax'}",0.09435781314903,55
1272,ddi_num_3217,PF14701_PF14702,127.994496421923,"{'5d0f', '5d06'}",0.126661021547132,105
1273,ddi_num_2248,PF08825_PF00899,127.846611557959,"{'3dbh', '3gzn', '3dbl', '1r4m', '1r4n', '3dbr', '1yov', '1tt5'}",0.19355712537233,238
1274,ddi_num_1831,PF11969_PF16278,127.81546967329,"{'4ndh', '4ndf', '4ndi', '4ndg'}",0.265170323638718,344
1275,ddi_num_4766,PF00794_PF00613,127.629277613064,"{'4fad', '3tjp', '5is5', '3qk0', '3ps6', '1e8y', '4gb9', '3nzu', '3l13', '4fhk', '2wxl', '4fa6', '2chx', '4v0i', '4anx', '4ajw', '4xz4', '2wxg', '3tl5', '3qaq', '4j6i', '4anw', '5t2g', '5i4u', '2wxk', '3r7r', '5i6u', '2wxi', '5jha', '5vlr', '5t28', '3l54', '2y3a', '2x38', '1e8w', '5uk8', '4bfr', '3t8m', '4flh', '4fjy', '2v4l', '3ibe', '5g55', '5ncz', '3apd', '3lj3', '4l1b', '5jhb', '4xe0', '2chz', '3cst', '3oaw', '5ncy', '4ezj', '4kz0', '3l08', '1e7u', '4urk', '2wxh', '3apc', '2chw', '5t2l', '3apf', '2wxr', '5ukj', '5l72', '3sd5', '5t2m', '4fjz', '3pre', '5t8f', '4ezk', '4l2y', '4ezl', '3ml8', '3qar', '5t2b', '3l16', '5t7f', '4anv', '4hle', '5kae', '5ae9', '3csf', '4kzc', '4f1s', '5ubt', '4ps3', '4xx5', '3l17', '3mjw', '1e8x', '5t2d', '4aof', '3zvv', '5g2n', '4anu', '3nzs', '5m6u', '2wxq', '5ae8', '3ml9', '4ps8', '4hvb', '1he8', '5dxu', '2wxm', '3dpd', '3p2b', '2a5u', '3ene', '2wxp', '4wwp', '2wxo', '2wxn', '4g11', '1e90', '4ful', '4dk5', '5ul1', '3r7q', '4fhj', '4waf', '1e7v', '3dbs', '5t8i', '4wwo', '5t27', '1e8z', '3prz'}",0.148014351209648,182
1276,ddi_num_2806,PF08771_PF00454,127.59808134063,"{'4jt6', '4jt5', '4jsx', '4jsn', '5flc', '4jsp', '4jsv', '5h64'}",0.209654997744959,68
1277,ddi_num_5034,PF01472_PF01509,126.861546062877,"{'3u28', '3uai', '1ze1', '1r3e'}",0.326345405732407,109
1278,ddi_num_2008,PF00136_PF08996,126.687321810809,{'5exr'},0.128586983225261,87
1279,ddi_num_1261,PF03422_PF04616,126.676477066169,"{'3c7f', '3c7o', '3c7h', '3c7e', '3c7g'}",0.124062520258987,150
1281,ddi_num_1941,PF00226_PF07743,126.490055934404,"{'4it5', '3uo3'}",0.291870970778619,95
1282,ddi_num_2922,PF06202_PF14702,125.523889007682,"{'5d0f', '5d06'}",0.155606778520866,235
1283,ddi_num_1509,PF16095_PF08477,125.458655116431,"{'4wnr', '3dpu'}",0.169518430580443,379
1284,ddi_num_2189,PF16338_PF01055,125.309664911506,"{'5i23', '2xvl', '4b9y', '5f7u', '2xvk', '4b9z', '2xvg', '5i24', '4ba0', '5jov', '5jou'}",0.125201920706427,240
1285,ddi_num_4897,PF01011_PF13360,124.972541676383,"{'1flg', '1h4j', '1lrw', '3hxj', '1yiq', '1h4i', '1w6s'}",0.193114783696694,272
1287,ddi_num_4263,PF13241_PF14823,124.491509001689,{'1kyq'},0.180959256745956,17
1288,ddi_num_6126,PF00443_PF14533,124.455643529612,{'5jtv'},0.129430446811824,119
1289,ddi_num_4268,PF05089_PF12971,124.308264683054,"{'2vca', '4xwh', '2vcc', '4a4a', '2vcb', '2vc9'}",0.253363971988942,305
1290,ddi_num_468,PF01120_PF00754,124.183613353115,"{'4zrx', '3eyp', '5k9h', '4oue', '3gza', '4ozo'}",0.129778770077412,245
1291,ddi_num_2811,PF02971_PF07837,123.942048566055,"{'1qd1', '2pfd'}",0.301125365632095,206
1292,ddi_num_4089,PF01926_PF08438,123.616361317664,{'1wxq'},0.280492685423939,159
1294,ddi_num_2286,PF00036_PF00069,123.314877666863,"{'4y5q', '3lij'}",0.238260559531444,137
1295,ddi_num_2814,PF07504_PF02128,122.942717947981,{'4k90'},0.14233897136424,233
1296,ddi_num_2297,PF13405_PF13833,122.863571461947,"{'1juo', '3j04', '4upg', '1gjy', '4usl', '3igo', '4u8d'}",0.277357947919477,137
1297,ddi_num_324,PF01602_PF14806,122.45695887679,"{'5a1y', '5a1w', '5a1x', '5a1v', '5a1u'}",0.106371988783451,160
1298,ddi_num_857,PF06507_PF02362,122.303573550852,"{'4ldu', '4ldv', '4ldy', '4ldw'}",0.202778279577615,70
1299,ddi_num_2898,PF00117_PF00977,122.064872252917,"{'2wjz', '1ox5', '1ox4', '3zr4', '1ox6', '1jvn', '1gpw', '1ka9'}",0.305372061449153,611
1300,ddi_num_4943,PF02983_PF00089,121.807913380087,"{'3pro', '4pro'}",0.225517161802568,162
1301,ddi_num_3465,PF07679_PF07686,121.786654871299,"{'4wv1', '3grw', '3rnk', '3bp6'}",0.207005930333251,187
1302,ddi_num_2877,PF16489_PF01825,121.711892154956,"{'4dlo', '4dlq'}",0.140825436284398,387
1303,ddi_num_3736,PF03730_PF03731,121.441072860889,"{'1jey', '1jeq'}",0.146324467399536,295
1304,ddi_num_3886,PF02278_PF08124,121.155504515226,"{'1f1s', '1rwf', '2brw', '1c82', '1f9g', '1i8q', '1x1j', '1rw9', '1n7o', '1n7r', '1n7q', '1hm3', '1n7n', '1loh', '2brp', '1egu', '1hmw', '1rwg', '1rwa', '1rwc', '1ojo', '2wco', '1ojp', '1x1h', '1cb8', '1lxk', '1rwh', '1x1i', '1n7p', '2x03', '1hm2', '1w3y', '2e24', '2wda', '1ojm', '1hmu', '2e22', '1ojn', '2brv', '1lxm'}",0.119205432304309,814
1305,ddi_num_2089,PF08331_PF13646,120.876190476191,"{'5t8y', '5d0a', '5d0b'}",0.344976904203333,43
1306,ddi_num_3351,PF02110_PF02581,120.862982405962,"{'3nm1', '3nl5', '3nl6', '3nm3', '3nl2', '3nl3'}",0.180762305565776,328
1307,ddi_num_1616,PF08767_PF03810,120.557033267343,"{'5uwj', '4hb0', '5uwo', '5uwt', '3gjx', '5uww', '4hay', '4hb2', '3m1i', '4haz', '5uwi', '4haw', '5dha', '5uwh', '4hau', '4hax', '5dis', '5uws', '3nby', '3nc1', '5uwu', '4hat', '3nc0', '3wyg', '5uwr', '3wyf', '5uwq', '4hav', '5dhf', '5uwp', '4hb4', '5jlj', '3nbz', '4hb3', '5dif'}",0.198823063078483,55
1308,ddi_num_2123,PF10728_PF03807,119.51858974359,{'3d1l'},0.250305224749639,92
1309,ddi_num_5680,PF05184_PF03489,119.404631607767,"{'2rb3', '2z9a', '3bqp', '4uex', '1m12', '2r0r', '1sn6', '2r1q', '4v2o', '4ddj', '5nxb', '3bqq', '2gtg', '1n69', '2qyp', '3rfi', '2dob'}",0.318150024645255,657
1310,ddi_num_4428,PF01059_PF00361,119.336541195341,"{'5ldx', '5ldw', '5lc5', '5lnk'}",0.208152460408514,513
1311,ddi_num_1871,PF02141_PF03455,118.906986930933,{'3tw8'},0.14829573099853,88
1312,ddi_num_2208,PF04685_PF12215,118.169251111887,"{'5fjs', '5bx4', '5bx5', '5bx2', '5bx3', '5bvu'}",0.151104015561524,215
1313,ddi_num_5611,PF00639_PF00397,118.143645882335,"{'2xpb', '2zqt', '2xp8', '1zcn', '2xpa', '3kag', '1f8a', '1pin', '2zr6', '5uy9', '3tdb', '2xp6', '2xp7', '2xp5', '3oob', '2itk', '2f21', '3odk', '2zr5', '2zr4', '3kab', '2xp4', '3kaf', '2zqu', '3kah', '1yw5', '3tcz', '3kai', '2q5a', '3ntp', '2zqv', '3wh0', '2xp3', '3tc5', '2xp9', '2zqs', '3kad'}",0.311859104005258,200
1314,ddi_num_6158,PF00449_PF00699,117.266416975318,"{'1fwf', '1ef2', '4gy7', '1fwe', '1ejw', '4epb', '4epd', '1fwc', '1krc', '4goa', '5a6t', '1fwg', '5fse', '1a5o', '3ubp', '1a5k', '1eju', '1ejx', '4ceu', '5g4h', '1fwi', '1kra', '1ejv', '1fwh', '2ubp', '1e9z', '3la4', '1fwd', '1s3t', '4g7e', '4z42', '3qgk', '4ubp', '4h9m', '5fsd', '4ep8', '1a5n', '4epe', '1ubp', '1krb', '4ac7', '1a5l', '1ejs', '2kau', '4cex', '1a5m', '1ie7', '1e9y', '3qga'}",0.448322412860928,542
1315,ddi_num_1694,PF02727_PF02728,116.455880701209,"{'1w2z', '1oac', '2oqe', '1ekm', '1a2v', '2wo0', '1us1', '1dyu', '3k5t', '1d6z', '2wgq', '3sxx', '4ev5', '1qal', '4kfd', '4ev2', '4btw', '3t0u', '3mph', '3ala', '2pnc', '1ksi', '2w0q', '4kff', '1lvn', '1pu4', '1spu', '2y74', '3nbj', '4kfe', '1qaf', '1jrq', '3hii', '1d6y', '4btx', '1tu5', '3nbb', '3hi7', '2wof', '3hig', '2y73', '2woh', '3sx1', '1qak', '2oov', '1d6u', '3n9h'}",0.159896922566795,187
1318,ddi_num_1443,PF07718_PF14806,115.446675680172,"{'5a1y', '5nzv', '5a1x', '5a1w', '5nzu', '5nzr', '5a1v', '5nzt', '5a1u'}",0.211353700521021,141
1319,ddi_num_5663,PF00078_PF12009,115.129137281324,"{'3du6', '3kyl', '5cqg', '3du5'}",0.200971981727379,23
1320,ddi_num_1791,PF09265_PF01565,114.931246598988,"{'1w1s', '4o95', '3bw7', '3s1c', '5hmr', '5hqx', '3s1d', '1w1r', '3s1f', '3c0p', '2qkn', '3s1e', '4mla', '1w1o', '5hhz', '2qpm', '1w1q', '3dq0', '3kjm', '4ml8', '2exr', '2q4w', '4oal'}",0.169140091753488,735
1321,ddi_num_892,PF08840_PF04775,114.814590860955,"{'3hlk', '3k2i'}",0.131994168281975,329
1322,ddi_num_801,PF00217_PF02807,114.800538827359,"{'1g0w', '1p52', '3ju6', '4bg4', '3b6r', '1crk', '4woe', '4rf7', '1m15', '4rf8', '4bhl', '1sd0', '4gvz', '3drb', '1i0e', '4q2r', '4z9m', '5j99', '1qh4', '4wo8', '4wod', '4gw0', '3m10', '3l2e', '1vrp', '1rl9', '3dre', '3jq3', '2j1q', '4rf6', '4rf9', '1p50', '2crk', '5j9a', '1u6r', '4gw2', '3jpz', '3ju5', '4gvy', '1bg0', '4am1', '1qk1', '3l2d'}",0.188255730731614,491
1323,ddi_num_5643,PF08071_PF01479,114.526749252405,"{'4uer', '5ll6', '5jb3', '3jam', '5a2q', '5it9', '3j81', '5tzs', '3j80', '5jbh'}",0.403282789165472,118
1324,ddi_num_2912,PF02263_PF02841,114.479491748353,"{'1f5n', '1dg3'}",0.188664979202727,478
1325,ddi_num_2983,PF00535_PF07238,114.448514463623,"{'4p02', '5ej1', '4hg6', '5eiy', '4p00', '5ejz'}",0.191652753583368,154
1326,ddi_num_1920,PF08068_PF01509,114.402295474645,"{'3uai', '2ey4', '2rfk', '3mqk', '3u28'}",0.386011997829688,198
1327,ddi_num_5772,PF00018_PF07653,114.320592665742,{'1gcq'},0.248930506717733,103
1328,ddi_num_1921,PF14878_PF14635,114.221950327827,"{'3psi', '3psf'}",0.269445490503366,172
1331,ddi_num_4978,PF01437_PF01403,113.632691351816,"{'4o3t', '3nvq', '5l5k', '3nvn', '5l5c', '3afc', '3al8', '4k3j', '5l59', '1shy', '4o3u', '3ol2', '3al9', '5b4w', '3oky', '4gza', '3okw', '2uzy', '5l5n', '1olz', '5l56', '5l5m', '5l5g', '5l5l'}",0.137448544740377,340
1332,ddi_num_5567,PF04565_PF04567,113.392990574875,"{'3s16', '2nvt', '5iy8', '2r92', '3how', '5c3e', '5c44', '1r9t', '5iyb', '2yu9', '3s2d', '4a3f', '3s2h', '3s1r', '1k83', '3i4n', '3po3', '5iy6', '3s15', '3m3y', '3qt1', '5fmf', '3hoz', '1r5u', '5ip7', '3m4o', '5iya', '3hoy', '4a3j', '2pmz', '4bbr', '3i4m', '3cqz', '1y1v', '3s17', '4x6a', '4y52', '3gtl', '3rzd', '5u0s', '5c4a', '1i3q', '2y0s', '3hox', '1nik', '3j0k', '3s14', '3h0g', '2b63', '2nvx', '4qiw', '5c4j', '5u5q', '1twf', '3gtm', '3s1n', '5fz5', '5iy7', '3gtg', '4a3l', '2r93', '4a3g', '3fki', '3rzo', '1sfo', '3po2', '3gtq', '4x67', '1r9s', '3s1q', '4y7n', '5fyw', '3hov', '5iy9', '2e2j', '3gtk', '1twc', '4a93', '4bbs', '2nvy', '2nvz', '3hkz', '2e2i', '5ip9', '4a3i', '1y77', '3s1m', '4a3b', '5c4x', '3h3v', '4a3e', '5iyc', '5iyd', '4a3m', '3k7a', '2nvq', '2r7z', '4bxz', '5flm', '3gtp'}",0.348298858144763,72
1333,ddi_num_4846,PF08485_PF02719,113.330852970559,"{'4j2o', '3w1v', '4g5h', '3vvc'}",0.543970810170434,803
1334,ddi_num_2184,PF14794_PF01588,112.785725385725,{'3bu2'},0.312820449258535,81
1335,ddi_num_3161,PF00625_PF00595,112.698071160265,{'4wsi'},0.179491485247712,32
1336,ddi_num_439,PF00128_PF09087,112.51618982869,"{'3ede', '1h3g', '3edk', '3edf', '3edj', '3edd'}",0.144803350951546,287
1338,ddi_num_3607,PF09294_PF01108,111.759560755018,"{'1z6j', '2zp0', '1wtg', '4doh', '1w0y', '2ec9', '4zma', '1n6v', '1j7v', '1ahw', '4z6a', '1w2k', '1n6u', '3th2', '2hym', '2b8o', '4m7l', '1y6k', '4ibl', '3dgc', '4ylq', '1a21', '1wss', '3se4', '2aei', '1tfh', '3ela', '1wun', '1jps', '1uj3', '3g9v', '1y6m', '4eq3', '5eh1', '2lag', '2puq', '2zzu', '2hft', '4eq2', '1fak', '1lqs', '3se3', '3lqm', '1wv7', '2kz1', '3s98', '5t5w', '1j9c', '3s9d'}",0.215410087449526,564
1339,ddi_num_5092,PF12137_PF00176,111.504942809292,{'4s20'},0.164655758566949,429
1340,ddi_num_2636,PF13484_PF13646,111.481168831169,"{'5t8y', '5d0a', '5d08', '5d0b'}",0.483802581896328,157
1341,ddi_num_3218,PF14701_PF14699,111.443101460771,"{'5d0f', '5d06'}",0.15528833731968,140
1343,ddi_num_2504,PF04777_PF00085,110.994236461044,"{'4p2l', '3qd9', '3t59', '3t58'}",0.197294088886338,144
1344,ddi_num_1204,PF00199_PF01965,110.978229793942,{'1sy7'},0.423522123879718,130
1346,ddi_num_2387,PF00008_PF07645,110.743702485576,"{'4cuf', '1toz', '5uk5', '4xlw', '2vj3', '5fm9', '4d0f', '5fma'}",0.290126418130843,157
1348,ddi_num_520,PF16561_PF04739,110.485546255326,{'2qlv'},0.231628043958126,44
1349,ddi_num_5604,PF00773_PF17215,110.37088809346,"{'2wp8', '4ifd', '5k36', '2vnu', '5c0w', '5g06', '5jea', '5c0x'}",0.152212695897812,264
1350,ddi_num_2272,PF12008_PF04313,110.345038516082,"{'4xjx', '2w00'}",0.136350576858648,105
1351,ddi_num_6052,PF13414_PF13174,110.253246753247,"{'3vty', '5hrz', '3vtx'}",0.319224176674714,92
1352,ddi_num_5946,PF13972_PF00440,110.120375526606,"{'3nnr', '3rh2'}",0.179121614077239,122
1353,ddi_num_5477,PF06883_PF04565,110.070262829487,"{'5m5y', '5m5w', '5n5z', '5m5x', '5lmx', '5n60', '5m3f', '5m64', '5m3m', '4c3j', '5n61', '5g5l', '4c3h', '4c3i', '4c2m', '5n5y'}",0.29701609855601,40
1354,ddi_num_3584,PF08709_PF02815,109.981042339492,"{'5xa0', '4i1e', '3uj4', '4i7i', '4i8m', '5j8v', '4i3n', '2xoa', '4i6i', '5xa1', '5x9z', '3jav', '4i0y', '4i37', '3uj0', '5gug', '4i2s', '4l4h', '3t8s', '4l4i'}",0.100658036212877,606
1355,ddi_num_3251,PF00271_PF12137,109.960922554856,{'4s20'},0.131564392690757,262
1356,ddi_num_5963,PF02751_PF02268,109.804734322583,"{'5iyb', '5iyc', '1nvp', '5fur', '1rm1', '5fyw', '5iy8', '5fz5', '1nh2', '5sva', '5iyd', '5fmf', '5iy7', '5iy9', '1ytf'}",0.284222717706471,30
1357,ddi_num_677,PF01261_PF07582,109.534705834862,{'2zds'},0.29121255941933,277
1358,ddi_num_5640,PF17216_PF17215,109.516050398252,"{'2wp8', '5k36', '2vnu', '5c0w', '5g06', '5jea'}",0.189530784901112,223
1359,ddi_num_4880,PF12142_PF00264,109.506808469308,"{'4z0y', '1bt1', '4z14', '5ce9', '4z10', '1bt2', '4z0z', '1bt3', '1bug', '4z12', '4z11', '2p3x', '4z13'}",0.281705357454204,654
1360,ddi_num_68,PF07966_PF00026,109.504675801817,"{'1htr', '1avf', '4amt'}",0.167714222417155,266
1361,ddi_num_6227,PF00096_PF13465,109.5,{'1mey'},0.964451040074134,28
1362,ddi_num_1439,PF16418_PF16417,109.370582908384,{'4b8b'},0.168364687675849,15
1363,ddi_num_5183,PF00621_PF00018,109.366412066304,"{'4mt6', '2pz1'}",0.147246721954357,51
1364,ddi_num_2188,PF16338_PF13802,109.35959757544,"{'5i23', '4b9y', '5f7u', '4b9z', '5i24', '4ba0'}",0.224621713179198,98
